7,7
12,1
17,5
18,1
42,5
64,5
81,5
93,1
115,0
122,5
139,1
140,1
143,1
157,7
170,0
188,2
189,2
192,2
214,8
251,4
265,1
267,9
269,9
273,9
284,9
286,9
288,7
310,9
315,3
351,6
355,6
359,0
382,3
386,3
399,3
408,2
409,9
410,9
422,7
448,7
453,9
481,5
485,5
523,0
531,0
538,5
547,2,9
549,2
590,8
604,7
609,4
610,4
612,4
623,9
651,9
663,1
664,1
671,0
672,9
677,9
681,0
684,9
686,9
690,9
694,9
697,9
698,9
699,9
707,0
715,2
731,9
734,8
742,0
744,5
755,2
760,1
791,4
796,4
798,0
826,4
864,9
885,9
889,9
891,9
907,5
915,5
918,4
921,5
928,5
930,5
931,5
937,0
953,0
965,0
984,0
1004,4
1011,9
1020,6
1028,3
1030,3
1043,8
1049,5
1073,8
1089,5
1098,4
1114,0
1146,7
1150,8
1170,8
1174,0
1184,0
1205,5
1216,8
1223,9
1227,2
1251,8
1260,8
1266,8
1269,8
1279,8
1282,8
1297,8
1320,9
1331,1
1336,1
1347,3
1359,6
1362,6
1367,1
1370,2
1383,3
1384,3
1387,3
1393,3
1394,8
1399,3
1413,8
1416,8
1438,8
1462,8
1471,6
1472,0
1497,8
1504,8
1550,4
1555,6
1556,6
1563,6
1585,1
1597,5
1618,9
1620,8
1631,8
1638,7
1651,6
1673,8
1693,8
1694,8
1742,4
1803,9
1806,9
1808,9
1869,0
1878,8
1883,8
1898,3
1946,6
1948,7
1962,7
1981,6
2011,7
2018,7
2019,7
2030,9
2076,0
2080,6
2086,6
2101,8
2105,8
2141,1
2165,9
2186,9
2198,9
2199,9
2206,5
2208,9
2232,9
2234,9
2245,9
2260,7
2262,7
2267,9
2271,9
2275,9
2283,7
2287,7
2297,9
2321,3
2336,6
2373,2
2379,2
2380,0
2382,0
2414,0
2416,0
2443,5
2455,1
2486,2
2497,9
2511,1
2525,1
2526,7
2527,7
2530,2
2531,2
2541,9
2550,2
2559,6
2580,6
2592,5
2615,3
2619,3
2630,3
2639,2
2647,2
2658,9
2661,2
2662,2
2677,2
2680,2
2683,8
2689,2
2695,0
2698,0
2701,0
2773,3
2804,9
2813,0
2820,9
2830,7
2831,7
2833,7
2835,4
2836,7
2861,2
2901,2
2904,2
2925,6
2929,5
2941,6
2942,6
2966,4
3026,7
3027,7
3038,7
3052,7
3057,7
3113,2
3118,1
3119,1
3137,5
3171,4
3177,7
3181,7
3189,2
3193,9
3196,9
3213,5
3215,5
3231,7
3234,7
3253,6
3321,5
3331,6
3342,2
3349,0
3352,1
3374,8
3386,5
3454,5
3480,5
3481,5
3483,5
3505,6
3508,6
3536,0
3547,2
3555,1
3571,9
3578,9
3608,7
3673,8
3710,6
3745,8
3793,4
3809,2
3837,8
3852,0
3870,8
3897,8
3902,9
3904,9
3920,8
3926,7
3938,0
3942,0
3944,0
3994,9
4013,0
4015,0
4024,0
4032,7
4081,0
4084,0
4091,0
4122,0
4140,1
4158,4
4162,7
4177,0
4183,0
4184,0
4199,6
4201,6
4204,0
4205,6
4231,8
4241,0
4249,0
4255,0
4267,0
4269,4
4276,4
4278,9
4279,4
4295,4
4301,1
4310,3
4364,6
4378,5
4384,5
4388,9
4397,3
4423,0
4425,6
4460,2
4470,0
4483,0
4486,0
4492,0
4516,7
4523,7
4524,9
4572,3
4574,4
4590,6
4599,6
4611,0
4628,0
4633,8
4642,8
4654,3
4658,0
4661,1
4669,6
4671,1
4679,1
4689,0
4691,6
4692,6
4699,6
4705,6
4714,6
4732,4
4735,8
4745,5
4763,2
4781,2
4787,4
4806,6
4811,9
4814,6
4823,5
4837,6
4846,4
4854,6
4855,6
4857,6
4864,9
4889,6
4941,6
4978,7
4987,5
5007,2
5061,9
5093,6
5116,9
5118,2
5134,9
5142,6
5152,5
5154,8
5155,7
5164,7
5184,0
5216,9
5217,9
5220,9
5236,7
5247,6
5254,9
5263,0
5280,9
5281,9
5298,9
5300,9
5333,9
5338,3
5346,1
5347,1
5350,1
5389,7
5393,3
5399,3
5408,4
5421,9
5428,9
5433,1
5434,1
5438,9
5447,1
5464,7
5468,7
5530,7
5546,7
5594,1
5620,1
5623,1
5624,8
5626,8
5651,1
5665,8
5668,1
5669,1
5673,1
5679,3
5686,3
5690,3
5694,3
5697,3
5713,4
5735,1
5737,7
5768,6
5809,3
5833,3
5846,3
5858,4
5860,4
5863,4
5894,9
5904,3
5905,9
5912,7
5953,9
5973,7
5988,6
6004,3
6008,3
6016,3
6022,3
6046,0
6051,0
6058,3
6061,6
6070,1
6083,3
6085,1
6088,1
6089,1
6090,1
6092,1
6095,3
6126,7
6148,4
6162,8
6184,6
6190,6
6208,3
6217,1
6229,2
6232,2
6240,2
6252,7
6266,3
6292,3
6296,4
6316,0
6345,6
6368,0
6382,0
6398,8
6403,8
6414,8
6435,0
6437,0
6467,0
6479,0
6500,0
6504,5
6523,5
6533,5
6557,0
6560,1
6564,5
6584,4
6599,6
6610,6
6645,8
6653,6
6677,0
6688,8
6739,3
6777,9
6782,9
6786,4
6815,5
6822,6
6830,6
6864,7
6899,4
6907,9
6987,1
6992,0
7019,9
7029,7
7030,9
7059,0
7066,2
7069,2
7099,6
7104,2
7114,4
7117,3
7118,3
7133,0
7155,7
7163,6
7164,6
7177,8
7233,8
7240,2
7275,2
7276,2
7327,7
7328,7
7334,9
7340,9
7375,6
7386,9
7422,2
7430,2
7443,5
7450,2
7464,2
7475,2
7491,2
7524,6
7544,4
7580,9
7595,7
7607,2
7610,2
7613,2
7633,2
7636,2
7639,2
7640,3
7643,2
7644,2
7670,5
7689,2
7695,4
7715,6
7742,7
7776,7
7785,0
7799,1
7825,2
7827,8
7828,2
7833,2
7834,2
7841,3
7842,6
7846,3
7849,3
7851,3
7856,4
7889,2
7891,2
7898,2
7905,7
7907,7
7912,1
7931,6
7942,7
7946,7
7949,2
7957,6
7984,0
7996,0
7998,0
8005,2
8010,2
8016,2
8022,8
8044,0
8049,4
8059,2
8068,2
8071,2
8088,2
8096,3,5
8097,3
8129,2
8131,2
8140,3
8145,3
8149,1
8157,2
8166,6
8171,7
8178,2
8185,3
8210,2
8216,2
8226,5
8255,0
8261,0
8268,6
8293,2
8296,3
8303,7
8305,2
8308,3
8314,8
8319,8
8326,3
8333,3
8353,7
8377,3
8389,7
8434,3
8448,3
8449,3
8453,3
8458,8
8459,8
8471,6
8484,3
8511,4
8515,7
8527,8
8604,3
8611,3
8616,0
8627,3
8637,3
8651,3
8658,1
8677,3
8689,3
8696,3
8702,8
8727,6
8735,9
8760,0
8774,7
8791,7
8816,1
8820,3
8833,3
8848,5
8850,3
8860,3
8868,5
8890,3
8898,3
8921,3
8948,5
8967,6
9005,7
9009,0
9010,0
9039,9
9040,3
9042,3,6
9091,0
9112,2
9115,2
9166,2
9171,2
9180,5
9197,2
9205,2
9209,2
9235,2
9239,2
9244,2
9246,2
9266,6
9268,6
9270,2
9275,6
9294,2
9303,1
9342,9
9357,2
9358,2
9367,2
9414,4
9423,2
9429,2
9444,2
9449,2
9463,2
9480,4
9501,0
9536,2
9561,1
9574,1
9579,1
9587,1
9589,0,1
9590,1
9597,4
9603,4
9619,4
9649,1
9650,1
9654,1
9678,1
9685,1
9687,1
9691,1
9693,1
9714,5
9736,1
9752,1
9761,7
9765,3
9788,6
9790,6
9802,1
9831,6
9832,1
9834,8
9843,7
9864,1
9868,1
9883,1
9893,1
9894,4
9949,5
9965,1
9975,7
10004,1
10009,1
10020,1
10025,1
10031,1
10039,1
10048,1
10055,1
10061,1
10073,8
10074,8
10084,6
10096,8
10102,4
10118,5
10134,6
10139,6
10156,3
10163,9
10168,9
10177,4
10180,3
10182,3,4
10212,1
10223,1
10224,4
10229,4
10232,8
10250,1
10261,1
10265,1
10269,1
10270,1
10274,7
10358,5
10384,9
10406,8
10407,8
10414,1
10419,3
10423,1,4
10428,3
10433,1
10438,7
10470,0
10477,0
10489,0
10498,1
10510,6
10524,7
10551,9
10562,8
10633,4
10653,9
10660,1
10667,1
10687,0
10688,2
10700,1
10703,1
10724,8
10736,5
10761,4
10779,1
10801,9
10810,8
10811,8
10831,1
10838,2
10854,3
10856,3
10859,1
10860,3
10865,3
