0.001,0
0.002,0,18
0.003,0,33
0.004,0
0.005,0,9,33
0.006,0,70
0.007,0,70
0.008,0,18
0.009,0,33
0.01,0,54
0.011,0,20,41
0.012,0,33
0.013,0,33
0.014,0,54
0.015,0
0.016,0,54
0.017,0,66
0.018,0
0.019,0,18,54
0.02,0,9,18
0.021,0,9,33,70
0.022,0,9
0.023,0,66
0.024,0,54
0.025,0,41
0.026,0,54
0.027,0
0.028,0,41,70
0.029,0,98
0.03,0,18,41
0.031,0,80
0.032,0,70
0.033,0,80
0.034,0
0.035,0,66,70
0.036,0,9,80
0.037,0
0.038,0
0.039,0,80
0.04,0,18,41
0.041,0
0.042,0
0.043,0
0.044,0,33
0.045,0,80
0.046,0
0.047,0,18
0.048,0,70,98
0.049,0
0.05,0,33,66
0.051,0
0.052,0
0.053,0
0.054,0,66,80
0.055,0
0.056,0
0.057,0,9,20,33
0.058,0,18
0.059,0,18
0.06,0
0.061,0,70,80,98
0.062,0,80
0.063,0,41,70
0.064,0,54
0.065,0,33
0.066,0
0.067,0
0.068,0,33,41,54
0.069,0,18,98
0.07,0,9
0.071,0,18
0.072,0
0.073,0,41
0.074,0,33
0.075,0,33,98
0.076,0,54
0.077,0,54
0.078,0,80
0.079,0,18
0.08,0,20
0.081,0
0.082,0
0.083,0
0.084,0,18,80
0.085,0,20,54,66,70
0.086,0,66
0.087,0,70
0.088,0
0.089,0,41
0.09,0
0.091,0,20,54,70
0.092,0,41
0.093,0
0.094,0
0.095,0,18,54,70
0.096,0,9,20,80,98
0.097,0,18,33,70
0.098,0,20
0.099,0,9
0.1,0
0.101,0
0.102,0,41,54
0.103,0
0.104,0,18,41
0.105,0,18
0.106,0
0.107,0
0.108,0,18
0.109,0,70
0.11,0,9,20,70
0.111,0
0.112,0,80
0.113,0
0.114,0
0.115,0,18
0.116,0,33,80
0.117,0,9
0.118,0
0.119,0,70
0.12,0,33,54
0.121,0,9
0.122,0
0.123,0,41
0.124,0
0.125,0,66
0.126,0,20,33
0.127,0,98
0.128,0
0.129,0,18
0.13,0,80
0.131,0
0.132,0,70
0.133,0,20
0.134,0
0.135,0,9,18,98
0.136,0,18
0.137,0
0.138,0,33,41
0.139,0,41
0.14,0
0.141,0
0.142,0,20
0.143,0,20,98
0.144,0,9
0.145,0,9,66
0.146,0,41
0.147,0,98
0.148,0
0.149,0,33,41
0.15,0
0.151,0,33,80
0.152,0,33
0.153,0
0.154,0
0.155,0,54
0.156,0
0.157,0
0.158,0
0.159,0,54,66,80
0.16,0,9
0.161,0,80,98
0.162,0
0.163,0,20,54
0.164,0
0.165,0,9
0.166,0,66
0.167,0,80
0.168,0,20,66
0.169,0,70
0.17,0
0.171,0
0.172,0,18
0.173,0,9
0.174,0
0.175,0
0.176,0
0.177,0,41,66
0.178,0,41
0.179,0
0.18,0,98
0.181,0,20,33,98
0.182,0,70
0.183,0
0.184,0,9,66
0.185,0,20
0.186,0,20
0.187,0
0.188,0
0.189,0,9
0.19,0,66,80
0.191,0,41
0.192,0
0.193,0
0.194,0,80
0.195,0,41
0.196,0
0.197,0,80
0.198,0,33
0.199,0,33,80
0.2,0
0.201,0,41
0.202,0
0.203,0,18,54,70
0.204,0
0.205,0
0.206,0,41
0.207,0,41
0.208,0,80
0.209,0,18,54
0.21,0,70
0.211,0,9
0.212,0,66
0.213,0,33,54
0.214,0
0.215,0,54
0.216,0,9,54
0.217,0
0.218,0
0.219,0,41,54
0.22,0
0.221,0,18,98
0.222,0,33
0.223,0
0.224,0,80
0.225,0
0.226,0
0.227,0,9,18,41
0.228,0,33,80
0.229,0
0.23,0,33,54
0.231,0,20
0.232,0,54
0.233,0,80
0.234,0,70
0.235,0
0.236,0,66
0.237,0
0.238,0,9,20,66
0.239,0
0.24,0
0.241,0
0.242,0,20,41,70,98
0.243,0,66
0.244,0
0.245,0
0.246,0
0.247,0,41
0.248,0,33,80
0.249,0,80,98
0.25,0,33
0.251,0,80
0.252,0,70
0.253,0,18
0.254,0
0.255,0,9,18
0.256,0,33
0.257,0
0.258,0,33
0.259,0
0.26,0
0.261,0,9,98
0.262,0
0.263,0
0.264,0,54
0.265,0,33,54
0.266,0
0.267,0
0.268,0
0.269,0,18
0.27,0,18,20
0.271,0,66
0.272,0,18,41,98
0.273,0,9,41
0.274,0,18,41,54,66
0.275,0,98
0.276,0,9
0.277,0,41,66
0.278,0,9
0.279,0,20
0.28,0,41,66
0.281,0,9,20,70
0.282,0
0.283,0,20,98
0.284,0,20,33
0.285,0,9,80
0.286,0,20
0.287,0
0.288,0
0.289,0,18
0.29,0,80
0.291,0,20,41,54
0.292,0,80
0.293,0,66,98
0.294,0,66
0.295,0,20
0.296,0,54
0.297,0,98
0.298,0,41
0.299,0,20
0.3,0,41
0.301,0,9
0.302,0
0.303,0
0.304,0,66
0.305,0,54,98
0.306,0
0.307,0
0.308,0,18
0.309,0
0.31,0,80
0.311,0,20
0.312,0,80
0.313,0,54
0.314,0,33,54
0.315,0,54
0.316,0,20,41
0.317,0
0.318,0
0.319,0,33
0.32,0,18
0.321,0,54,70
0.322,0,98
0.323,0,66
0.324,0,33
0.325,0,80
0.326,0,20
0.327,0
0.328,0,18
0.329,0
0.33,0,9,20,41,70,80
0.331,0,9
0.332,0
0.333,0,33,80,98
0.334,0,33
0.335,0,54
0.336,0
0.337,0
0.338,0,9
0.339,0,9,18,54
0.34,0
0.341,0
0.342,0,41
0.343,0
0.344,0
0.345,0,20,41,66
0.346,0,41
0.347,0,54
0.348,0,18,54
0.349,0,18,66
0.35,0
0.351,0,54
0.352,0,9,80
0.353,0
0.354,0
0.355,0,9,18,80
0.356,0
0.357,0
0.358,0
0.359,0
0.36,0,9,20
0.361,0,66
0.362,0,54,66,98
0.363,0,20,54
0.364,0
0.365,0,66
0.366,0
0.367,0,18,80
0.368,0,9,70
0.369,0,33,70
0.37,0,18
0.371,0,66
0.372,0
0.373,0,70
0.374,0,41
0.375,0,20,33,70,80
0.376,0,66,80
0.377,0
0.378,0
0.379,0,9,18,20,54
0.38,0
0.381,0,98
0.382,0
0.383,0,66
0.384,0,80
0.385,0,9
0.386,0,18,33
0.387,0
0.388,0,9,66
0.389,0,18,41,54
0.39,0,18
0.391,0
0.392,0,18
0.393,0
0.394,0,18,20
0.395,0
0.396,0
0.397,0
0.398,0
0.399,0,20
0.4,0
0.401,0,20
0.402,0
0.403,0
0.404,0,9
0.405,0,9
0.406,0,33,54
0.407,0,18,66
0.408,0
0.409,0,54
0.41,0,9
0.411,0
0.412,0,66
0.413,0,66
0.414,0
0.415,0,41
0.416,0
0.417,0,18,33
0.418,0,9,70
0.419,0,54
0.42,0
0.421,0
0.422,0,9,80
0.423,0
0.424,0
0.425,0
0.426,0,70,98
0.427,0
0.428,0
0.429,0,66
0.43,0,54,70
0.431,0,98
0.432,0,33
0.433,0,18
0.434,0,66
0.435,0,9,98
0.436,0,9,33
0.437,0
0.438,0,80
0.439,0
0.44,0,20,80
0.441,0,80
0.442,0
0.443,0
0.444,0,33,41
0.445,0,41,70
0.446,0
0.447,0,70
0.448,0
0.449,0,18,33,98
0.45,0,18
0.451,0,18
0.452,0,66
0.453,0,20
0.454,0,9
0.455,0,66,80
0.456,0
0.457,0,20,41,66
0.458,0,33
0.459,0
0.46,0
0.461,0
0.462,0,20,98
0.463,0,20
0.464,0,70
0.465,0,66
0.466,0,80
0.467,0,66
0.468,0
0.469,0,9,33
0.47,0
0.471,0,66
0.472,0,41,54,70
0.473,0,33
0.474,0,70
0.475,0
0.476,0,98
0.477,0,66
0.478,0
0.479,0
0.48,0
0.481,0
0.482,0,18,66
0.483,0,33,41
0.484,0,66,80
0.485,0,18
0.486,0
0.487,0,54,80
0.488,0,80
0.489,0,33,54
0.49,0,18,70
0.491,0,80
0.492,0,18
0.493,0,9
0.494,0
0.495,0
0.496,0,20
0.497,0,80
0.498,0,9,66
0.499,0,9,18
0.5,0
0.501,0
0.502,0
0.503,0
0.504,0
0.505,0
0.506,0
0.507,0,9
0.508,0
0.509,0
0.51,0
0.511,0
0.512,0
0.513,0
0.514,0,9
0.515,0
0.516,0
0.517,0,9
0.518,0
0.519,0
0.52,0
0.521,0
0.522,0
0.523,0
0.524,0
0.525,0
0.526,0
0.527,0
0.528,0
0.529,0,9,45
0.53,0
0.531,0,60
0.532,0
0.533,0,45,86
0.534,0,55
0.535,0,60
0.536,0,55
0.537,0
0.538,0,60
0.539,0,55
0.54,0
0.541,0,21,45
0.542,0,9,73
0.543,0
0.544,0,86
0.545,0,86,99
0.546,0,14
0.547,0
0.548,0,86,99
0.549,0,14
0.55,0
0.551,0
0.552,0
0.553,0,14,21
0.554,0,55
0.555,0,60
0.556,0
0.557,0,55
0.558,0
0.559,0,21
0.56,0,9
0.561,0,55,99
0.562,0
0.563,0,45
0.564,0,21
0.565,0,45
0.566,0,73
0.567,0,14,21
0.568,0
0.569,0
0.57,0
0.571,0
0.572,0,14,73,86,99
0.573,0
0.574,0,21
0.575,0,14,36,73
0.576,0
0.577,0,99
0.578,0,14,21
0.579,0,36,86
0.58,0,21
0.581,0
0.582,0
0.583,0,55
0.584,0
0.585,0,55
0.586,0,21
0.587,0
0.588,0,60
0.589,0,45
0.59,0,45
0.591,0
0.592,0
0.593,0
0.594,0,60
0.595,0
0.596,0
0.597,0,14
0.598,0
0.599,0,55
0.6,0
0.601,0,14
0.602,0,21,99
0.603,0,14
0.604,0
0.605,0,60
0.606,0,14,36,55
0.607,0
0.608,0,14,55
0.609,0,55
0.61,0,99
0.611,0,36
0.612,0,14,55
0.613,0,14,36,86
0.614,0,36
0.615,0
0.616,0
0.617,0,9,99
0.618,0,45
0.619,0,14
0.62,0
0.621,0,45
0.622,0,14,36,60
0.623,0
0.624,0
0.625,0,60,73,86
0.626,0,9,21,55
0.627,0
0.628,0,60
0.629,0,14
0.63,0,60
0.631,0,21,73
0.632,0
0.633,0,21
0.634,0,60
0.635,0,86
0.636,0,9,14,73
0.637,0
0.638,0,21
0.639,0
0.64,0,55
0.641,0
0.642,0,45,55
0.643,0,21
0.644,0
0.645,0,45
0.646,0
0.647,0,14,36,99
0.648,0,21,36
0.649,0,14,73
0.65,0,60
0.651,0,86
0.652,0,73
0.653,0,9,21,45
0.654,0
0.655,0,55
0.656,0
0.657,0,9
0.658,0,99
0.659,0,45
0.66,0,60
0.661,0,45
0.662,0
0.663,0,60,99
0.664,0,45
0.665,0
0.666,0,9,21
0.667,0,99
0.668,0
0.669,0,14,45,99
0.67,0,14,86
0.671,0,55,86
0.672,0
0.673,0,45,60
0.674,0
0.675,0,9
0.676,0,14,36,99
0.677,0,55,60
0.678,0,36
0.679,0
0.68,0,45,60
0.681,0,45
0.682,0,45,86
0.683,0,9,86
0.684,0
0.685,0
0.686,0,73
0.687,0
0.688,0,60,86
0.689,0
0.69,0,9
0.691,0,55
0.692,0,45
0.693,0
0.694,0
0.695,0,9,99
0.696,0
0.697,0
0.698,0
0.699,0,9,99
0.7,0
0.701,0,45,86
0.702,0,21,45
0.703,0,21
0.704,0,45
0.705,0,21,45
0.706,0
0.707,0,14,21
0.708,0
0.709,0,14,86
0.71,0,86
0.711,0
0.712,0,36
0.713,0
0.714,0,14,73
0.715,0,45
0.716,0,45
0.717,0
0.718,0
0.719,0,45
0.72,0,36
0.721,0,36
0.722,0,36,99
0.723,0,14
0.724,0,14
0.725,0,9,14
0.726,0,36
0.727,0
0.728,0,21
0.729,0,73
0.73,0,45
0.731,0,21
0.732,0
0.733,0,55
0.734,0,99
0.735,0
0.736,0,99
0.737,0,21
0.738,0,14,60,73
0.739,0,45
0.74,0,21,45,60
0.741,0
0.742,0,60
0.743,0,73
0.744,0,14,55
0.745,0,60
0.746,0
0.747,0
0.748,0,55
0.749,0,73
0.75,0
0.751,0
0.752,0,73
0.753,0,21
0.754,0,86
0.755,0,60,73
0.756,0,60
0.757,0,14,36
0.758,0
0.759,0,14,45
0.76,0,36
0.761,0,45
0.762,0,86
0.763,0
0.764,0,45
0.765,0,45
0.766,0,99
0.767,0,9,60
0.768,0
0.769,0,9,14
0.77,0
0.771,0,21
0.772,0,9,73,99
0.773,0
0.774,0,99
0.775,0,21,60
0.776,0,36
0.777,0
0.778,0,73
0.779,0
0.78,0,36
0.781,0
0.782,0,55,86
0.783,0,60
0.784,0,73
0.785,0,45,55
0.786,0
0.787,0,14
0.788,0,86
0.789,0,14,45
0.79,0,55
0.791,0
0.792,0,9,45,60
0.793,0
0.794,0,14
0.795,0,21
0.796,0
0.797,0,99
0.798,0,45,99
0.799,0
0.8,0
0.801,0,14,36
0.802,0,73
0.803,0,73
0.804,0,21
0.805,0,21
0.806,0,36
0.807,0
0.808,0,86
0.809,0
0.81,0
0.811,0
0.812,0,14,55
0.813,0,21
0.814,0
0.815,0
0.816,0,9,45
0.817,0,86
0.818,0
0.819,0,21
0.82,0
0.821,0,73,99
0.822,0,14
0.823,0,73
0.824,0,14,73
0.825,0,9
0.826,0
0.827,0
0.828,0,36,55,73
0.829,0
0.83,0,9,60
0.831,0,9
0.832,0
0.833,0,9,45,99
0.834,0,55
0.835,0,14
0.836,0,9,14,45,60
0.837,0,9
0.838,0,9,21,45,73
0.839,0,86
0.84,0,14
0.841,0,9
0.842,0,36
0.843,0
0.844,0,14,21,45
0.845,0
0.846,0,55
0.847,0,73
0.848,0,9,60
0.849,0,45,60,86
0.85,0
0.851,0
0.852,0
0.853,0,99
0.854,0,36
0.855,0,73
0.856,0,60
0.857,0,55,73
0.858,0
0.859,0,73
0.86,0,45
0.861,0,36
0.862,0
0.863,0,73
0.864,0
0.865,0
0.866,0,99
0.867,0,14,60,86
0.868,0
0.869,0,21
0.87,0
0.871,0
0.872,0,99
0.873,0,21,36
0.874,0,60
0.875,0,86
0.876,0
0.877,0,21,86
0.878,0,55
0.879,0,86
0.88,0
0.881,0,21
0.882,0,21
0.883,0,9,99
0.884,0
0.885,0,21
0.886,0,99
0.887,0,99
0.888,0
0.889,0
0.89,0,55,60,73
0.891,0,21
0.892,0,14,21,60
0.893,0
0.894,0,86
0.895,0,86
0.896,0
0.897,0
0.898,0
0.899,0
0.9,0
0.901,0,73
0.902,0
0.903,0
0.904,0,86
0.905,0,99
0.906,0
0.907,0,99
0.908,0
0.909,0,36,99
0.91,0,60
0.911,0,36,60
0.912,0
0.913,0,86
0.914,0
0.915,0,55,73
0.916,0
0.917,0,45
0.918,0,36
0.919,0
0.92,0,36,73
0.921,0,45
0.922,0
0.923,0,73
0.924,0,45,86
0.925,0
0.926,0
0.927,0,73
0.928,0,21
0.929,0
0.93,0,9,55,73
0.931,0
0.932,0
0.933,0,36,60
0.934,0,73
0.935,0,99
0.936,0
0.937,0,86
0.938,0,55,73
0.939,0,9
0.94,0
0.941,0,60,73,99
0.942,0
0.943,0
0.944,0,36,55
0.945,0,36,60
0.946,0
0.947,0
0.948,0,21
0.949,0
0.95,0,21
0.951,0
0.952,0,9
0.953,0,14
0.954,0
0.955,0,14
0.956,0
0.957,0
0.958,0,86
0.959,0,14
0.96,0,60,99
0.961,0,60
0.962,0,9
0.963,0,60,99
0.964,0
0.965,0,36
0.966,0,45
0.967,0
0.968,0,45
0.969,0,73
0.97,0,14,73
0.971,0,55
0.972,0,9,45
0.973,0,21,45
0.974,0,14
0.975,0,14,36
0.976,0,36
0.977,0,55,60,73
0.978,0,73
0.979,0,21
0.98,0,36,55,60
0.981,0
0.982,0,9,21
0.983,0,99
0.984,0,36,73
0.985,0
0.986,0
0.987,0,60
0.988,0,21
0.989,0,21
0.99,0,21
0.991,0
0.992,0,36,55
0.993,0,73
0.994,0,45
0.995,0
0.996,0
0.997,0,14,21
0.998,0
0.999,0
1,0,36,86
1.001,0
1.002,0,73
1.003,0
1.004,0
1.005,0
1.006,0
1.007,0
1.008,0
1.009,0
1.01,0
1.011,0,73
1.012,0
1.013,0,73
1.014,0
1.015,0,73
1.016,0,60
1.017,0
1.018,0
1.019,0
1.02,0
1.021,0
1.022,0
1.023,0,73
1.024,0,60
1.025,0
1.026,0
1.027,0
1.028,0,60
1.029,0
1.03,0,37,60
1.031,0
1.032,0,60
1.033,0,54,73
1.034,0,12,25,73
1.035,0,54
1.036,0,60
1.037,0
1.038,0,37,54,94
1.039,0,60,84
1.04,0,73
1.041,0,12,25,60
1.042,0,25
1.043,0,41,84
1.044,0
1.045,0,73,94
1.046,0,25
1.047,0
1.048,0
1.049,0,37,54,73
1.05,0
1.051,0,54,84
1.052,0,5,73
1.053,0
1.054,0
1.055,0
1.056,0,84
1.057,0,12,60
1.058,0,73,94
1.059,0
1.06,0
1.061,0,37,41,60
1.062,0,41,73
1.063,0,12,41,54,73
1.064,0
1.065,0,5,12,25,37,84
1.066,0
1.067,0
1.068,0
1.069,0,5
1.07,0
1.071,0
1.072,0,37,94
1.073,0,12
1.074,0,41
1.075,0
1.076,0
1.077,0,73
1.078,0,84,94
1.079,0,54
1.08,0
1.081,0
1.082,0,84
1.083,0,25,84
1.084,0,12
1.085,0,94
1.086,0
1.087,0
1.088,0,5,25
1.089,0
1.09,0,12
1.091,0,12,84
1.092,0,5,37
1.093,0,84
1.094,0,5
1.095,0
1.096,0,60,84
1.097,0,37
1.098,0
1.099,0,5,12,41
1.1,0,5,12,54,73
1.101,0,37
1.102,0,41
1.103,0
1.104,0,12,37,54,94
1.105,0,25,37,54,84
1.106,0,41
1.107,0,60,94
1.108,0,37
1.109,0
1.11,0
1.111,0
1.112,0,5,25,54
1.113,0
1.114,0
1.115,0
1.116,0
1.117,0,41
1.118,0,73,84
1.119,0
1.12,0
1.121,0
1.122,0
1.123,0
1.124,0,12
1.125,0,37,41
1.126,0
1.127,0,5,41,94
1.128,0,60,73,84
1.129,0,60,94
1.13,0,84
1.131,0
1.132,0
1.133,0,41,94
1.134,0,54,73
1.135,0,41,73,84
1.136,0,37
1.137,0,37,41
1.138,0
1.139,0
1.14,0
1.141,0
1.142,0
1.143,0,5
1.144,0,73
1.145,0
1.146,0,41
1.147,0
1.148,0,12,73,84
1.149,0
1.15,0,37,73
1.151,0,37
1.152,0,5,94
1.153,0
1.154,0,84,94
1.155,0
1.156,0,5
1.157,0
1.158,0,73
1.159,0,12
1.16,0,94
1.161,0
1.162,0,41,54
1.163,0,37
1.164,0,54
1.165,0
1.166,0
1.167,0
1.168,0
1.169,0,41
1.17,0,5,94
1.171,0,41
1.172,0
1.173,0
1.174,0,60
1.175,0,73
1.176,0,5,37
1.177,0
1.178,0
1.179,0,60
1.18,0
1.181,0,84
1.182,0,94
1.183,0,60
1.184,0
1.185,0
1.186,0,5,12,25
1.187,0,5,12
1.188,0
1.189,0,73
1.19,0,12,37,84,94
1.191,0
1.192,0,37,54
1.193,0,37
1.194,0,12,84
1.195,0,5,41
1.196,0,25
1.197,0
1.198,0,5,12,60
1.199,0,12,54
1.2,0,5
1.201,0,5,41
1.202,0,25,37,54
1.203,0,25,73
1.204,0
1.205,0,5
1.206,0,73
1.207,0,5
1.208,0,12,84
1.209,0,5,84
