1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,1.9996
110,1.6372
111,1.6372
112,1.09754
113,1.09754
114,1.09754
115,1.09754
116,2.49283
117,2.49283
118,2.49283
119,2.49283
120,2.49283
121,2.49283
122,2.49283
123,2.49283
124,2.49283
125,2.49283
126,2.49283
127,0.276335
128,0.276335
129,0.185248
130,0.185248
131,0.185248
132,0.185248
133,0.185248
134,0.185248
135,0.055809
136,0.055809
137,0.055809
138,0.055809
139,0.055809
140,0.055809
141,2.01641
142,2.01641
143,2.01641
144,2.01641
145,2.01641
146,2.01641
147,2.01641
148,2.01641
149,2.01641
150,2.01641
151,2.01641
152,2.01641
153,2.01641
154,2.01641
155,2.01641
156,2.01641
157,2.01641
158,0.0673401
159,2.05474
160,3.68194
161,3.68194
162,4.46788
163,3.65813
164,2.99515
165,2.99515
166,2.99515
167,2.99515
168,2.99515
169,2.99515
170,2.99515
171,2.99515
172,0.604903
173,0.495273
174,0.495273
175,2.33162
176,2.33162
177,2.33162
178,2.33162
179,2.33162
180,2.33162
181,2.33162
182,2.57473
183,2.57473
184,2.57473
185,1.41321
186,1.41321
187,1.41321
188,1.41321
189,0.635099
190,0.635099
191,0.635099
192,0.635099
193,0.635099
194,0.635099
195,0.191334
196,0.191334
197,0.191334
198,0.105019
199,2.08559
200,2.08559
201,2.08559
202,1.14473
203,1.14473
204,0.767397
205,0.767397
206,0.514443
207,0.514443
