1,0
2,0,18
3,0,41,54,98
4,0,54
5,0
6,0
7,0
8,0,20,33,66
9,0,66,80
10,0,54,98
11,0,20,80
12,0,18,41
13,0,41,54
14,0,54,70
15,0,41,70,98
16,0
17,0,33
18,0
19,0
20,0
21,0,9
22,0,18,20
23,0,18
24,0,20,66
25,0
26,0,9,33
27,0,18
28,0,18,66
29,0,41,54
30,0,41,66
31,0
32,0,9,41
33,0,9
34,0,20,41
35,0
36,0,33
37,0,33,41
38,0,9,54
39,0,9,33
40,0
41,0,70
42,0,80
43,0,80
44,0
45,0,20,54
46,0
47,0,18
48,0
49,0,66,80
50,0,18,20,98
51,0,66
52,0,33
53,0,18
54,0,33
55,0
56,0
57,0,54
58,0,54,70
59,0
60,0,70
61,0,33,54
62,0
63,0,54
64,0,33
65,0,54,80
66,0
67,0
68,0,33,66
69,0,33
70,0,18
71,0
72,0
73,0,18,33,54
74,0,41
75,0
76,0,54
77,0,41,66
78,0
79,0
80,0
81,0,9,54
82,0,41,98
83,0
84,0,18
85,0,9
86,0,70
87,0
88,0,20
89,0
90,0
91,0,41
92,0,66,98
93,0,9
94,0
95,0,70,98
96,0,33,54
97,0,9,41,70,80
98,0
99,0,20,54
100,0,33
101,0,18,41,98
102,0,70
103,0
104,0
105,0,41,98
106,0,33
107,0,66
108,0
109,0,54
110,0,41
111,0,41
112,0,70
113,0,33
114,0
115,0,54,66,80
116,0
117,0,41
118,0,41
119,0,9,33,41
120,0,98
121,0,33,54
122,0,33,70
123,0
124,0,18,70
125,0
126,0
127,0
128,0
129,0,33
130,0,33
131,0,66,98
132,0,98
133,0,70
134,0,18
135,0,54,70
136,0
137,0
138,0,66,80,98
139,0,98
140,0,41,98
141,0
142,0,20
143,0,70
144,0,80
145,0,66
146,0,33,80,98
147,0
148,0
149,0,9,20,98
150,0
151,0,18
152,0,18
153,0,70
154,0,41
155,0,41
156,0
157,0
158,0
159,0,66,70
160,0,80
161,0,33
162,0,9
163,0,18,33
164,0,41
165,0
166,0,41,66
167,0,33
168,0,41,54
169,0,18,70
170,0
171,0,70
172,0,18,54,66
173,0,54,80,98
174,0,33,70
175,0,66
176,0,70
177,0,9,18
178,0,54
179,0,54
180,0,80
181,0
182,0,70
183,0,80
184,0,80
185,0,70,80,98
186,0
187,0,33
188,0,33
189,0,66
190,0,20,33,80
191,0
192,0,98
193,0,18,54
194,0
195,0,98
196,0,33,66
197,0,33
198,0,41,54,66
199,0
200,0
201,0,70
202,0
203,0,54,70
204,0,41,80
205,0,9
206,0
207,0
208,0,20
209,0,9
210,0,9
211,0
212,0
213,0,9,54,66,80
214,0,18,20
215,0
216,0,98
217,0,98
218,0
219,0,33,70
220,0
221,0
222,0,33
223,0
224,0,9
225,0,9
226,0
227,0,9,54
228,0
229,0,9
230,0,66
231,0
232,0
233,0,33,98
234,0,9,18,54,98
235,0
236,0
237,0,70
238,0,20
239,0,41,98
240,0
241,0,98
242,0
243,0
244,0,80
245,0
246,0
247,0,20,98
248,0
249,0,80
250,0
251,0,80
252,0,80
253,0,33,41,70
254,0,9,33,54
255,0
256,0
257,0
258,0
259,0,18,80,98
260,0,54
261,0,18,70
262,0,54
263,0
264,0
265,0,98
266,0,9
267,0,33,80
268,0,54
269,0,98
270,0
271,0,41,54
272,0,9
273,0,70
274,0
275,0,20
276,0,20,41
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0,70
286,0,9,80
287,0
288,0,41,66
289,0,9,20,98
290,0
291,0
292,0,70
293,0,33,66
294,0,9
295,0
296,0
297,0,9,33,66
298,0
299,0,33
300,0
301,0,41,54,70
302,0,41,54,70,98
303,0,9,33,70
304,0
305,0,80
306,0,20
307,0,98
308,0,54,70
309,0
310,0
311,0,9,33
312,0,33,54,98
313,0,66
314,0
315,0,18
316,0,70
317,0,9,18
318,0,41
319,0
320,0,80
321,0,41
322,0
323,0
324,0,80
325,0,9
326,0,9,80
327,0,9,20
328,0,41,54,80
329,0
330,0
331,0,20
332,0,98
333,0,18
334,0,66
335,0,18,54,66
336,0,41
337,0,41,54
338,0
339,0,33,98
340,0,9,54,70
341,0,80
342,0,66
343,0,9
344,0,80
345,0
346,0,20
347,0
348,0,18,33
349,0,20,66
350,0,18
351,0,54,80
352,0,98
353,0,54,66,70
354,0
355,0
356,0,20
357,0,70
358,0
359,0,9,20
360,0
361,0,20
362,0,41
363,0,18,70
364,0
365,0,54
366,0
367,0,54
368,0,70
369,0
370,0,70
371,0,20,66
372,0
373,0,20,70,80
374,0,9,41
375,0
376,0
377,0
378,0,66
379,0,9,54
380,0,41,70,98
381,0,54
382,0,41,80
383,0
384,0
385,0
386,0,66
387,0,41
388,0,54,70,80
389,0
390,0
391,0,9
392,0,41
393,0
394,0
395,0
396,0
397,0
398,0
399,0,33
400,0,9,20,70
401,0,20
402,0,80
403,0,41
404,0,18
405,0
406,0,80
407,0
408,0,98
409,0
410,0
411,0
412,0
413,0
414,0,80
415,0,20,70
416,0,66
417,0,20,66
418,0
419,0
420,0
421,0
422,0,18,33
423,0,70
424,0
425,0
426,0,41
427,0
428,0,18
429,0,80
430,0,33,54
431,0,98
432,0
433,0
434,0,41,54,70
435,0
436,0
437,0
438,0,41
439,0,33
440,0,20,54,70
441,0,33,41,98
442,0,9
443,0,9
444,0,20,41,66
445,0
446,0
447,0,33
448,0
449,0,33
450,0,9
451,0,20
452,0,66
453,0,54
454,0,18
455,0
456,0
457,0,9
458,0,66,98
459,0
460,0,33
461,0
462,0,80
463,0
464,0
465,0
466,0
467,0,54
468,0
469,0,80
470,0,80
471,0
472,0,66,80
473,0,9,80
474,0
475,0,33
476,0,18,98
477,0
478,0
479,0
480,0,80
481,0,20
482,0,41
483,0,20
484,0,98
485,0
486,0
487,0
488,0
489,0,33,70
490,0
491,0,18,41
492,0
493,0
494,0,54,80
495,0
496,0
497,0
498,0
499,0,80
500,0,98
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0,9
510,0
511,0
512,0,9
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0,60
526,0
527,0
528,0
529,0
530,0,73
531,0,55,86
532,0,36
533,0,99
534,0
535,0
536,0
537,0,36
538,0
539,0,36,45
540,0
541,0,9,99
542,0,55,73
543,0
544,0,55
545,0
546,0,21
547,0
548,0
549,0
550,0,36,45
551,0,45
552,0,60,73
553,0,99
554,0,21,99
555,0,36
556,0,45
557,0,14,60
558,0,99
559,0,99
560,0
561,0,60,99
562,0
563,0,60
564,0,73
565,0
566,0
567,0,73
568,0,45
569,0,21
570,0
